@relation article
@attribute ArchivesID string
@attribute Category string
@attribute Department string
@attribute ReadCount string
@attribute Title string
@data
"72141558","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4152","臺北市有哪些單位提供單親家庭輔導服務？"
"72141557","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","3819","單親家庭在臺北市可以運用的福利服務有哪些？"
"72141556","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4453","有哪些福利措施可以紓解單親家庭撫育子女之經濟壓力及托育問題？"
"69325010","交通運輸;交通捷運類","臺北大眾捷運股份有限公司","5192","目前臺北捷運車站增設月臺門進度?如未設置月臺門，是否有其他方式減少人員侵入軌道發生意外之機率?"
"44740917","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","4958","持有重大傷病證明卡者可否申請身心障礙證明(手冊)？"
"44740916","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","5588","領有身心障礙證明(手冊)後，如有戶籍異動、證明(手冊)遺失或破損不堪使用、姓名或身分證統一編號變更等情形，如何辦理？"
"44740915","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","4704","身心障礙者如無法於效期屆滿前申請或完成重新鑑定及需求評估應如何辦理？"
"16638527","社會福利;社會福利類","臺北市政府社會局兒童及少年福利科","6514","未滿18歲兒少可否觀看、使用暴力、色情、猥褻之電腦、遊戲軟體？"
"16638526","社會福利;社會福利類","臺北市政府社會局兒童及少年福利科","7463","未滿18歲兒少可否從事酒店、酒家、特種咖啡茶室、限制級電子遊戲場、賭場、成人情趣用品店等或有涉及暴力、色情危害兒少身心場所的從業人員？"
"16498812","社會福利;社會福利類","臺北市政府社會局兒童及少年福利科","5704","發現未滿18歲之兒童或少年，從事性交易或有從事之虞者（如坐檯陪酒、伴唱伴遊、色情侍應），該怎麼檢舉通報？"
"16498811","社會福利;社會福利類","臺北市政府社會局兒童及少年福利科","7433","如何申請弱勢家庭兒童及少年生活扶助及應準備那些文件？向那些單位申請？"
"7151642","社會福利;社會福利類","臺北市政府社會局兒童及少年福利科","6000","若發現店家、網站或任何人販售、供應、提供下載暴力、色情、猥褻之限制級電腦、遊戲軟體予未滿18歲之兒童或少年，該怎麼檢舉通報？"
"7150602","社會福利;社會福利類","臺北市政府社會局兒童及少年福利科","4737","家中兒童或少年有行為問題該如何處理？"
"114366818","社會福利;","臺北市政府社會局老人自費安養中心","8","老人自費安養中心申請進住相關事宜QA"
"114333741","都市發展;","臺北市商業處","10","商家遇到自稱是商業處人員前往稽查時該如何辨別真偽？這項稽查會事先通知嗎?如果負責人不在可拒絕受檢嗎?"
"98103799","社會福利;","臺北市政府社會局兒童及少年福利科","665","發現有兒童及少年(含發展遲緩或身心障礙者)無父母或父母失聯，需緊急送醫者。"
"98103798","社會福利;","臺北市政府社會局兒童及少年福利科","1121","我想要捐贈金錢或物資給育幼院，請問可以捐給哪些單位？"
"97860035","社會福利;","臺北市政府社會局兒童及少年福利科","681","發現有迷童、棄嬰或查無身分之兒少，需緊急安置者。"
"97860034","社會福利;","臺北市政府社會局兒童及少年福利科","681","要如何申請危機家庭兒童及少年委託安置暨收容費用補助？"
"97860033","社會福利;","臺北市政府社會局兒童及少年福利科","658","我想要收養一個小孩，不知道要去哪裡申請？"
"97860032","社會福利;","臺北市政府社會局兒童及少年福利科","614","發現有兒童及少年(含發展遲緩或身心障礙者)遭遺棄、虐待、未受適當養育照顧(如長期未進食、獨自生活、流浪)、或父母(或其他主要照顧者)生病、入獄等，需緊急安置者。"
"91865084","社會福利;","臺北市政府社會局社會救助科","1525","房屋因災害而損毀可否申請災害救助？"
"83900803","社會福利;","臺北市政府社會局老人福利科","2677","如何選擇一家好的安養護機構？"
"69070681","社會福利;社會福利類","臺北市政府社會局社會救助科","3868","申請災害救助應備文件？"
"45441636","社會福利;社會福利類","臺北市政府社會局社會救助科","4853","以工代賑臨時工的工作內容？"
"45441635","社會福利;社會福利類","臺北市政府社會局社會救助科","5110","申請以工代賑臨時工的資格、應備文件及向誰提出申請？"
"45204620","社會福利;社會福利類","臺北市政府社會局社會救助科","4710","何謂以工代賑?"
"22189003","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","6040","如何使用身心障礙者小型復康巴士免費乘車優惠？"
"22189002","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","5243","最近開辦的身心障礙者小型復康巴士優惠措施為何？"
"109022667","社會福利;","臺北市政府社會局婦女福利及兒童托育科","112","申請外籍配偶社會救助是否會影響原本全戶的(中)低收入戶資格？"
"109022666","社會福利;","臺北市政府社會局婦女福利及兒童托育科","119","設籍前外籍配偶社會救助向哪裡申請？"
"109022665","社會福利;","臺北市政府社會局婦女福利及兒童托育科","131","外籍配偶社會救助的補助項目有哪些？"
"109022664","社會福利;","臺北市政府社會局婦女福利及兒童托育科","115","外籍配偶社會救助的補助對象為何？"
"109022663","社會福利;","臺北市政府社會局婦女福利及兒童托育科","127","新移民有哪些經濟補助？"
"87827873","社會福利;","臺北市政府社會局婦女福利及兒童托育科","2987","松山親子館地址、電話、開放時間、服務內容、預約方式?"
"87010355","社會福利;","臺北市政府社會局婦女福利及兒童托育科","2879","萬華親子館開放時間、服務內容、服務對象、預約方式?"
"87010354","社會福利;","臺北市政府社會局婦女福利及兒童托育科","2754","親子館預約網站為何?"
"87010353","社會福利;","臺北市政府社會局婦女福利及兒童托育科","2198","我有托育相關問題要問誰"
"17536604","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","6932","三位子女以上家庭部分托育費用補助何時撥款?"
"17536603","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","7752","三位子女以上家庭部分托育費用補助如何申請？所需文件為何？"
"17536602","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","7345","三位子女以上家庭社會局有什麼補助?"
"14983410","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","6706","臺北市新移民有哪些福利服務？"
"10155477","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","6020","要怎麼知道哪裡有育兒友善園的據點？"
"7151557","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","5846","就業者家庭部分托育費用補助金額？"
"7150988","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","6860","申請就業者家庭部分托育費用補助所需文件為何?"
"7150976","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","6052","社會局辦理之托育費用補助內容有那些？"
"7150736","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","5058","弱勢家庭兒童托育補助內容？"
"7150735","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","5138","申請弱勢家庭兒童托育補助應備文件？"
"7150734","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","5056","申請弱勢家庭兒童托育補助資格？"
"7150732","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4394","就業者家庭部分托育費用補助之撥款方式為何？"
"7150730","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4657","就業者家庭部分托育費用補助送件窗口？"
"7150729","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","5062","如何索取就業者家庭部分托育費用補助申請表件？"
"7150728","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","5552","就業者家庭部分托育費用(保母托育費用)補助對象？"
"7150599","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4615","申請就業者家庭部分托育費用補助所需之就業證明文件為何？"
"7130077","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4994","弱勢家庭兒童托育補助之申請流程？"
"111683876","社會福利;","臺北市政府社會局身心障礙者福利科","147","申請身心障礙者購買停車位貸款利息補貼有名額的限制嗎？"
"109147593","社會福利;","臺北市政府社會局社會救助科","321","104年度低收入戶購置電腦設備補助如何申請?"
"109123027","社會福利;","臺北市政府社會局社會局綜合企劃科","186","本市協助本市戶籍之身心障礙者、低收入單親、原住民辦理台灣彩券第四屆刮刮樂(傳統型及立即型)有關「第四屆公益彩券經銷商第一階段資格審查證明書」之認證單位？"
"103188405","社會福利;","臺北市政府社會局社會救助科","423","為協助尼泊爾震災，是否得提供相關捐款資訊？"
"92817238","社會福利;","臺北市政府社會局身心障礙者福利科","1705","身心障礙者人工電子耳之應備文件"
"92619773","社會福利;","臺北市政府社會局身心障礙者福利科","1621","身心障礙者人工電子耳應備文件"
"91865081","社會福利;","臺北市政府社會局社會救助科","1750","臺北市弱勢家庭微型保險專案內容為何?"
"91442404","社會福利;","臺北市政府社會局社會救助科","2244","何謂「川資救助」？"
"90791364","社會福利;","臺北市政府社會局身心障礙者福利科","1791","常見問題：是否可於今年度申請身心障礙者人工電子耳，明年才施行手術？"
"90791363","社會福利;","臺北市政府社會局身心障礙者福利科","1783","身心障礙者人工電子耳申請流程"
"90791362","社會福利;","臺北市政府社會局身心障礙者福利科","2139","身心障礙者人工電子耳補助內容與申請期間"
"90791360","社會福利;","臺北市政府社會局身心障礙者福利科","1827","身心障礙者人工電子耳申請資格"
"87511414","社會福利;","臺北市政府社會局婦女福利及兒童托育科","2362","從哪裡可以知道臺北市辦理哪些婦女活動？"
"65915384","社會福利;社會福利類","臺北市政府社會局社會局綜合企劃科","6207","本市協助屬本市戶籍之身心障礙者、低收入戶單親家庭及原住民辦理台灣彩券第四屆刮刮樂(傳統型及立即型)或第四屆投注站(電腦型)經銷商第一階段資格審查證明書之民眾，應備文件及證件？"
"49681415","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","5132","新制實施後我接受重新鑑定也取得資格了，之後還需要重新鑑定嗎？還是會像現在一樣有永久有效的身障手冊？"
"49681414","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","5219","新制度實施後，我一定要重新鑑定嗎？誰會通知我？"
"49681413","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","5742","聽新聞說，新制度實施後，身障停車證的核發與必要陪伴者的認定都會從嚴，是真的嗎？"
"49681411","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","4221","身心障礙者於下次重新鑑定期限前，身心狀況發生變化，該如何處理？"
"49681410","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","4244","該如何分辨真正的需求評估人員？"
"49681409","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","4019","對鑑定結果不滿意該如何處理？"
"49681408","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","4212","只有行動不便的人才能申請到宅需求評估嗎？"
"49681407","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","4798","身心障礙鑑定新制的流程為何？"
"49681406","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","4039","如果選擇併同評估，但因突發狀況未能在醫院完成需求評估，該如何處理？"
"49681405","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","5079","併同評估的身心障礙鑑定醫院有哪些？"
"49681404","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3669","身心障礙者居住在外縣市，要如何申請新制鑑定？可否於居住地縣市之區公所或鑑定醫院提出申請？"
"49681403","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","4180","需求評估的方式有幾種？"
"49681401","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","4494","新制度實施後一定要接受重新鑑定，可是我的障礙程度很重，出門也不方便，一定要去醫院嗎？"
"49681399","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3584","使用新制鑑定後，多重障礙可否只在一個科別完成鑑定作業？"
"49681398","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","4104","若對身心障礙新制鑑定有問題，可洽詢哪個單位？"
"49681397","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","4159","若在區公所申請身心障礙證明時未（忘）勾選某項福利服務，但之後想要使用，該如何處理？"
"49681396","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3550","需要找專門鑑定的醫院才能進行新制鑑定嗎？"
"49681395","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3643","身心障礙者生活需求產生改變，所需福利服務項目已與原需求評估結果不同時，該如何處理？"
"49681394","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3813","我對行動不便、復康巴士及必要陪伴者優惠資格有異議，該如何處理？"
"49681393","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3455","辦理新制鑑定，需要多久才能領到身心障礙證明？"
"49525008","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3899","福利服務一定得由社會局轉介嗎？我可自己申請嗎？"
"49525007","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","4068","社會局是如何主動連結服務？"
"49525006","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3663","不小心弄丟需求評估結果該怎麼辦？需要再次申請需求評估嗎？"
"49525004","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","4389","接受需求評估後，要多久才能知道需求評估結果（可以使用哪些福利服務）？"
"49525003","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3240","在還沒換發身心障礙證明前，身心障礙手冊是不是就會失效？"
"49525002","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3161","需求評估需要多久時間？"
"49525001","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3259","身心障礙鑑定新制的申請窗口為何？"
"49525000","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3559","需求評估會如何進行？"
"49524998","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3481","需求評估一定要訪談身心障礙本人嗎？若身障者不方便出門，可否委託親友代替受訪？"
"49524997","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3440","身心障礙者居住在外縣市，要如何進行需求評估？"
"49524995","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3497","身心障礙鑑定新制，障礙類別和障礙等級會改變嗎？"
"49524991","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3682","所有的福利服務都要接受需求評估嗎？"
"49524990","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","2907","一定要接受需求評估才能取得身心障礙證明嗎？"
"49524989","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3713","身心障礙鑑定方式從什麼時候改變？內容是什麼？跟以前有什麼差別？"
"49193119","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3804","需求評估會評估經濟狀況嗎？會不會影響補助領取的資格或額度？"
"49193118","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3136","為什麼要推動身心障礙鑑定與需求評估新制（ICF）？"
"49193117","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3499","接受需求評估會不會導致目前使用的補助被取消或福利縮水？"
"7151651","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","5287","民眾如遭受性騷擾案件，加害人不明或不知有無所屬時，應如何處理為最快速的申訴管道？"
"7151337","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4964","民眾於非上班時間詢問性騷擾申訴或再申訴如何處理的問題？"
"7150854","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4942","對他人性騷擾會有什麼樣的處罰？"
"7150674","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4502","如果性騷擾受害人不服調查結果，如何進行再申訴？"
"7150673","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","5385","性騷擾事件之調解程序，應如何進行？"
"7150672","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4248","性騷擾事件申訴後，受理機關會有什麼動作？"
"7150671","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4510","性騷擾申訴有沒有時間的限制？"
"7150670","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4463","性騷擾事件受害人可以找誰申訴？"
"7150669","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4225","性騷擾事件如何蒐集證據？"
"7150668","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4313","性騷擾加害人的所屬單位如果接到申訴時該如何進行調查處理？"
"7150667","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","5116","如果負責人或僱用人沒盡到性騷擾防治的責任，會有什麼後果？"
"7150656","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4790","性騷擾案件受害人身分會受到保密嗎？"
"7150655","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4958","依性騷擾防治法規定機關、部隊、學校、機構或雇主需要做什麼？"
"7150653","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4598","性騷擾究竟是性別歧視，還是犯罪行為？"
"7150652","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4456","怎樣算是性騷擾？"
"102014795","社會福利;","臺北市政府社會局社會救助科","900","申請低收入戶資格作業時間需要幾個工作天，才知道符不符合資格？"
"102014794","社會福利;","臺北市政府社會局社會救助科","909","申請低收入戶學雜費減免資格？"
"102014793","社會福利;","臺北市政府社會局社會救助科","923","中低收入戶是否有生活扶助？"
"99550864","社會福利;","臺北市政府社會局社會救助科","823","申請低收入戶18歲以上就學生活補助洽辦單位、應備文件、補助資格及補助內容？"
"98042224","社會福利;","臺北市政府社會局社會工作科","998","申請榮譽卡後，憑卡可享有優惠方式？"
"94155343","社會福利;","臺北市政府社會局社會救助科","1148","申請低收入戶子女就學交通補助洽辦單位、應備文件、資格及補助內容？"
"87433530","社會福利;","臺北市政府社會局社會救助科","2255","低收入戶各項補助入帳日期，可否統一明定一天？"
"87433529","社會福利;","臺北市政府社會局社會救助科","2523","申請中低收入老人生活津貼資格？"
"87433527","社會福利;","臺北市政府社會局社會救助科","2102","低收入戶子女就學生活補助已檢附在學證明，還需提醒民眾後補學生證影本嗎？"
"87433526","社會福利;","臺北市政府社會局社會救助科","2205","低收入戶18歲以上就學補助，該案主如降級就讀或重讀、修二科(系)至延畢，是否可申請？"
"87433525","社會福利;","臺北市政府社會局社會救助科","2370","申請低收入戶老人、孕婦及嬰兒營養品代金申請單位、應備文件、資格及補助內容？"
"87433524","社會福利;","臺北市政府社會局社會救助科","2567","低收入戶申復多久可收到公文？"
"87433523","社會福利;","臺北市政府社會局社會救助科","2718","低收入戶出國前要向區公所報備嗎？"
"87433522","社會福利;","臺北市政府社會局社會救助科","2231","目前失業的話就可以申請低收入戶嗎？如果可以要怎樣申請？"
"87433520","社會福利;","臺北市政府社會局社會救助科","2643","中低收入戶之申請單位、應備文件及標準為何？"
"87433518","社會福利;","臺北市政府社會局社會救助科","2481","低收入戶18歲以上就學生活補助何時發放？"
"87433517","社會福利;","臺北市政府社會局社會救助科","2310","若低收入戶成員年滿18歲仍就學，其係身障者已領身障生活補助或已領低收入戶生活扶助費者，是否可提出低收入戶18歲以上就學生活補助申請？"
"87433516","社會福利;","臺北市政府社會局社會救助科","2137","申請低收入戶學雜費之洽辦單位及減免應備文件？"
"87433515","社會福利;","臺北市政府社會局社會救助科","2671","申請低收入戶及中低收入戶生育補助、低收入戶懷孕加成補助？"
"86032125","社會福利;","臺北市政府社會局社會救助科","5501","低收入戶如何分類?"
"86032124","社會福利;","臺北市政府社會局社會救助科","3952","申請低收入戶之洽辦單位、應備文件及資格為何？"
"85927434","社會福利;","臺北市政府社會局社會救助科","1779","低收入戶及中低收入戶學雜費減免申請單位？"
"85407215","社會福利;","臺北市政府社會局社會救助科","3780","低收入戶申請條件中，規定士地及房屋價值不得超過740萬元，若房子有貸款中，是否會扣除貸款額度？"
"85407214","社會福利;","臺北市政府社會局社會救助科","2736","已有低收入戶身分，若申請人去世，同戶籍之家庭人員是否還有低收入戶資格？"
"85407213","社會福利;","臺北市政府社會局社會救助科","3408","戶長住新北市，小孩住臺北市（寄住親戚家），小孩可以申請低收入戶嗎？"
"85407212","社會福利;","臺北市政府社會局社會救助科","3063","剛離婚的人，申請低收入戶，該如何計算所得方式？"
"85407211","社會福利;","臺北市政府社會局社會救助科","3453","於總清查審查後，若原低收入戶、中低收入戶、身心障礙者生活補助、中低收入老人生活津貼資格被取銷，以致生活陷困，要如何尋求協助?"
"85407210","社會福利;","臺北市政府社會局社會救助科","3045","中低收入老人生活津貼之申辦單位、應備文件及補助內容為何？"
"85407209","社會福利;","臺北市政府社會局社會救助科","3425","申請中低收入戶資格作業時間需要幾個工作天，才知道符不符合資格？"
"85407208","社會福利;","臺北市政府社會局社會救助科","3107","中低收入戶補助內容？"
"85407207","社會福利;","臺北市政府社會局社會救助科","2538","低收入戶及中低收入戶能否一併申請？"
"85407205","社會福利;","臺北市政府社會局社會救助科","2756","低收入戶之輔導人口，欠國稅局稅款，國稅局是否可向本局申請止付或抵扣補助款?"
"85407204","社會福利;","臺北市政府社會局社會救助科","2510","低收入戶子女貸款購屋資格是否受影響？"
"85225915","社會福利;","臺北市政府社會局身心障礙者福利科","2700","身心障礙者專用停車位識別證新制申請應備文件。"
"85225914","社會福利;","臺北市政府社會局身心障礙者福利科","2163","身心障礙者專用停車位識別證新制上路，專用停車位識別證使用年限最長為3年之原因說明。"
"85225913","社會福利;","臺北市政府社會局身心障礙者福利科","2148","身心障礙者專用停車位識別證新制上路，領有身心障礙手冊，還能申請專用停車位識別證嗎？"
"85225912","社會福利;","臺北市政府社會局身心障礙者福利科","2011","身心障礙者專用停車位識別證新制上路，領有身心障礙手冊，未經新制身心障礙鑑定，原持有之專用停車位識別證是否有效？"
"85225911","社會福利;","臺北市政府社會局身心障礙者福利科","2610","身心障礙者專用停車位識別證新制辦理方式及洽辦單位。"
"85225910","社會福利;","臺北市政府社會局身心障礙者福利科","2130","身心障礙者專用停車位識別證新制服務對象為何？"
"85200624","社會福利;","臺北市政府社會局社會救助科","3568","低收入戶、中低收入戶、身心障礙者生活補助、中低收入老人生活津貼每年度辦理總清查後，於何時會知道結果?"
"85200623","社會福利;","臺北市政府社會局社會救助科","1796","低收入戶房租補助申請單位？"
"84818744","社會福利;","臺北市政府社會局身心障礙者福利科","2834","101年7月11日起身心障礙者專用停車位識別證新制上路！請說明新制的轉變。"
"84818743","社會福利;","臺北市政府社會局身心障礙者福利科","2496","「行動不便身心障礙者」判定、評估結果及異議處理方式為何？"
"84818742","社會福利;","臺北市政府社會局身心障礙者福利科","2510","「行動不便身心障礙者」之標準為何？"
"68319870","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","3948","市民發現臺北市公有建築物不符無障礙設施設置規定者如何通報？"
"26389023","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","5130","申請身心障礙者專用停車位識別證之車輛已辦理報廢，停車證是否需繳回？"
"26338332","社會福利;社會福利類","臺北市政府社會局身心障礙者福利科","6882","申請身心障礙者專用停車位識別證資格、應備證件及洽辦單位？"
"113693388","觀光休閒;大眾傳播;","臺北市政府觀光傳播局","173","臺北大稻埕音樂情人節延期至何時舉辦?"
"100423695","社會福利;","臺北市政府社會局社會工作科","849","領取愛心餐券地點及使用方式為何？"
"87852940","社會福利;","臺北市政府社會局婦女福利及兒童托育科","2564","文山親子館開放時間、服務內容、服務對象、預約方式?"
"87852939","社會福利;","臺北市政府社會局婦女福利及兒童托育科","3958","北投親子館地址、電話、一般開放時間、服務內容、服務對象、預約方式?"
"72590241","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","3100","士林親子館暨托嬰中心地點及電話為何？"
"72590240","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","3744","士林親子館開放時間、服務內容、服務對象、預約方式?"
"72590239","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","3918","士林托嬰中心收托資訊？"
"70851664","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4671","信義、中正及南港托嬰中心地點及電話為何？"
"59959372","社會福利;社會福利類","臺北市政府社會局婦女福利及兒童托育科","4294","文山托嬰中心收托資訊？"
